id_fact_inflasi,nama_wilayah,jenis_wilayah,tahun,bulan,bulan_ke,periode_label,inflasi_yoy,status_inflasi,keterangan_etl
FI00319,Kabupaten Cianjur,Kabupaten,2022,Juli,7,Juli 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00320,Kabupaten Cianjur,Kabupaten,2022,Agustus,8,Agustus 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00321,Kabupaten Cianjur,Kabupaten,2022,September,9,September 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00322,Kabupaten Cianjur,Kabupaten,2022,Oktober,10,Oktober 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00323,Kabupaten Cianjur,Kabupaten,2022,November,11,November 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00324,Kabupaten Cianjur,Kabupaten,2022,Desember,12,Desember 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00325,Kabupaten Cianjur,Kabupaten,2023,Januari,1,Januari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00326,Kabupaten Cianjur,Kabupaten,2023,Februari,2,Februari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00327,Kabupaten Cianjur,Kabupaten,2023,Maret,3,Maret 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00328,Kabupaten Cianjur,Kabupaten,2023,April,4,April 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00329,Kabupaten Cianjur,Kabupaten,2023,Mei,5,Mei 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00330,Kabupaten Cianjur,Kabupaten,2023,Juni,6,Juni 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00331,Kabupaten Cianjur,Kabupaten,2023,Juli,7,Juli 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00332,Kabupaten Cianjur,Kabupaten,2023,Agustus,8,Agustus 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00333,Kabupaten Cianjur,Kabupaten,2023,September,9,September 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00334,Kabupaten Cianjur,Kabupaten,2023,Oktober,10,Oktober 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00335,Kabupaten Cianjur,Kabupaten,2023,November,11,November 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00336,Kabupaten Cianjur,Kabupaten,2023,Desember,12,Desember 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00337,Kabupaten Cianjur,Kabupaten,2024,Januari,1,Januari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00338,Kabupaten Cianjur,Kabupaten,2024,Februari,2,Februari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00339,Kabupaten Cianjur,Kabupaten,2024,Maret,3,Maret 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00340,Kabupaten Cianjur,Kabupaten,2024,April,4,April 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00341,Kabupaten Cianjur,Kabupaten,2024,Mei,5,Mei 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00342,Kabupaten Cianjur,Kabupaten,2024,Juni,6,Juni 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00343,Kabupaten Cianjur,Kabupaten,2024,Juli,7,Juli 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00344,Kabupaten Cianjur,Kabupaten,2024,Agustus,8,Agustus 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00345,Kabupaten Cianjur,Kabupaten,2024,September,9,September 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00346,Kabupaten Cianjur,Kabupaten,2024,Oktober,10,Oktober 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00347,Kabupaten Cianjur,Kabupaten,2024,November,11,November 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00348,Kabupaten Cianjur,Kabupaten,2024,Desember,12,Desember 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00349,Kabupaten Cianjur,Kabupaten,2025,Januari,1,Januari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00350,Kabupaten Cianjur,Kabupaten,2025,Februari,2,Februari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00351,Kabupaten Cianjur,Kabupaten,2025,Maret,3,Maret 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00352,Kabupaten Cianjur,Kabupaten,2025,April,4,April 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00353,Kabupaten Cianjur,Kabupaten,2025,Mei,5,Mei 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00354,Kabupaten Cianjur,Kabupaten,2025,Juni,6,Juni 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00355,Kabupaten Cianjur,Kabupaten,2025,Juli,7,Juli 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00356,Kabupaten Cianjur,Kabupaten,2025,Agustus,8,Agustus 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00357,Kabupaten Cianjur,Kabupaten,2025,September,9,September 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00358,Kabupaten Cianjur,Kabupaten,2025,Oktober,10,Oktober 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00359,Kabupaten Cianjur,Kabupaten,2025,November,11,November 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00360,Kabupaten Cianjur,Kabupaten,2025,Desember,12,Desember 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00361,Kabupaten Cirebon,Kabupaten,2021,Januari,1,Januari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00362,Kabupaten Cirebon,Kabupaten,2021,Februari,2,Februari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00363,Kabupaten Cirebon,Kabupaten,2021,Maret,3,Maret 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00364,Kabupaten Cirebon,Kabupaten,2021,April,4,April 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00365,Kabupaten Cirebon,Kabupaten,2021,Mei,5,Mei 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00366,Kabupaten Cirebon,Kabupaten,2021,Juni,6,Juni 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00367,Kabupaten Cirebon,Kabupaten,2021,Juli,7,Juli 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00368,Kabupaten Cirebon,Kabupaten,2021,Agustus,8,Agustus 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00369,Kabupaten Cirebon,Kabupaten,2021,September,9,September 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00370,Kabupaten Cirebon,Kabupaten,2021,Oktober,10,Oktober 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00371,Kabupaten Cirebon,Kabupaten,2021,November,11,November 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00372,Kabupaten Cirebon,Kabupaten,2021,Desember,12,Desember 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00373,Kabupaten Cirebon,Kabupaten,2022,Januari,1,Januari 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00374,Kabupaten Cirebon,Kabupaten,2022,Februari,2,Februari 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00375,Kabupaten Cirebon,Kabupaten,2022,Maret,3,Maret 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00376,Kabupaten Cirebon,Kabupaten,2022,April,4,April 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00377,Kabupaten Cirebon,Kabupaten,2022,Mei,5,Mei 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00378,Kabupaten Cirebon,Kabupaten,2022,Juni,6,Juni 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00379,Kabupaten Cirebon,Kabupaten,2022,Juli,7,Juli 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00380,Kabupaten Cirebon,Kabupaten,2022,Agustus,8,Agustus 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00381,Kabupaten Cirebon,Kabupaten,2022,September,9,September 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00382,Kabupaten Cirebon,Kabupaten,2022,Oktober,10,Oktober 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00383,Kabupaten Cirebon,Kabupaten,2022,November,11,November 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00384,Kabupaten Cirebon,Kabupaten,2022,Desember,12,Desember 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00385,Kabupaten Cirebon,Kabupaten,2023,Januari,1,Januari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00386,Kabupaten Cirebon,Kabupaten,2023,Februari,2,Februari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00387,Kabupaten Cirebon,Kabupaten,2023,Maret,3,Maret 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00388,Kabupaten Cirebon,Kabupaten,2023,April,4,April 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00389,Kabupaten Cirebon,Kabupaten,2023,Mei,5,Mei 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00390,Kabupaten Cirebon,Kabupaten,2023,Juni,6,Juni 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00391,Kabupaten Cirebon,Kabupaten,2023,Juli,7,Juli 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00392,Kabupaten Cirebon,Kabupaten,2023,Agustus,8,Agustus 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00393,Kabupaten Cirebon,Kabupaten,2023,September,9,September 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00394,Kabupaten Cirebon,Kabupaten,2023,Oktober,10,Oktober 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00395,Kabupaten Cirebon,Kabupaten,2023,November,11,November 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00396,Kabupaten Cirebon,Kabupaten,2023,Desember,12,Desember 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00397,Kabupaten Cirebon,Kabupaten,2024,Januari,1,Januari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00398,Kabupaten Cirebon,Kabupaten,2024,Februari,2,Februari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00399,Kabupaten Cirebon,Kabupaten,2024,Maret,3,Maret 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00400,Kabupaten Cirebon,Kabupaten,2024,April,4,April 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00401,Kabupaten Cirebon,Kabupaten,2024,Mei,5,Mei 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00402,Kabupaten Cirebon,Kabupaten,2024,Juni,6,Juni 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00403,Kabupaten Cirebon,Kabupaten,2024,Juli,7,Juli 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00404,Kabupaten Cirebon,Kabupaten,2024,Agustus,8,Agustus 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00405,Kabupaten Cirebon,Kabupaten,2024,September,9,September 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00406,Kabupaten Cirebon,Kabupaten,2024,Oktober,10,Oktober 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00407,Kabupaten Cirebon,Kabupaten,2024,November,11,November 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00408,Kabupaten Cirebon,Kabupaten,2024,Desember,12,Desember 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00409,Kabupaten Cirebon,Kabupaten,2025,Januari,1,Januari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00410,Kabupaten Cirebon,Kabupaten,2025,Februari,2,Februari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00411,Kabupaten Cirebon,Kabupaten,2025,Maret,3,Maret 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00412,Kabupaten Cirebon,Kabupaten,2025,April,4,April 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00413,Kabupaten Cirebon,Kabupaten,2025,Mei,5,Mei 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00414,Kabupaten Cirebon,Kabupaten,2025,Juni,6,Juni 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00415,Kabupaten Cirebon,Kabupaten,2025,Juli,7,Juli 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00416,Kabupaten Cirebon,Kabupaten,2025,Agustus,8,Agustus 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00417,Kabupaten Cirebon,Kabupaten,2025,September,9,September 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00418,Kabupaten Cirebon,Kabupaten,2025,Oktober,10,Oktober 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00419,Kabupaten Cirebon,Kabupaten,2025,November,11,November 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00420,Kabupaten Cirebon,Kabupaten,2025,Desember,12,Desember 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00421,Kabupaten Garut,Kabupaten,2021,Januari,1,Januari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00422,Kabupaten Garut,Kabupaten,2021,Februari,2,Februari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00423,Kabupaten Garut,Kabupaten,2021,Maret,3,Maret 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00424,Kabupaten Garut,Kabupaten,2021,April,4,April 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00425,Kabupaten Garut,Kabupaten,2021,Mei,5,Mei 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00426,Kabupaten Garut,Kabupaten,2021,Juni,6,Juni 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00427,Kabupaten Garut,Kabupaten,2021,Juli,7,Juli 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00428,Kabupaten Garut,Kabupaten,2021,Agustus,8,Agustus 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00429,Kabupaten Garut,Kabupaten,2021,September,9,September 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00430,Kabupaten Garut,Kabupaten,2021,Oktober,10,Oktober 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00431,Kabupaten Garut,Kabupaten,2021,November,11,November 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00432,Kabupaten Garut,Kabupaten,2021,Desember,12,Desember 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00433,Kabupaten Garut,Kabupaten,2022,Januari,1,Januari 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00434,Kabupaten Garut,Kabupaten,2022,Februari,2,Februari 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00435,Kabupaten Garut,Kabupaten,2022,Maret,3,Maret 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00436,Kabupaten Garut,Kabupaten,2022,April,4,April 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00437,Kabupaten Garut,Kabupaten,2022,Mei,5,Mei 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00438,Kabupaten Garut,Kabupaten,2022,Juni,6,Juni 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00439,Kabupaten Garut,Kabupaten,2022,Juli,7,Juli 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00440,Kabupaten Garut,Kabupaten,2022,Agustus,8,Agustus 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00441,Kabupaten Garut,Kabupaten,2022,September,9,September 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00442,Kabupaten Garut,Kabupaten,2022,Oktober,10,Oktober 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00443,Kabupaten Garut,Kabupaten,2022,November,11,November 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00444,Kabupaten Garut,Kabupaten,2022,Desember,12,Desember 2022,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00445,Kabupaten Garut,Kabupaten,2023,Januari,1,Januari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00446,Kabupaten Garut,Kabupaten,2023,Februari,2,Februari 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00447,Kabupaten Garut,Kabupaten,2023,Maret,3,Maret 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00448,Kabupaten Garut,Kabupaten,2023,April,4,April 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00449,Kabupaten Garut,Kabupaten,2023,Mei,5,Mei 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00450,Kabupaten Garut,Kabupaten,2023,Juni,6,Juni 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00451,Kabupaten Garut,Kabupaten,2023,Juli,7,Juli 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00452,Kabupaten Garut,Kabupaten,2023,Agustus,8,Agustus 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00453,Kabupaten Garut,Kabupaten,2023,September,9,September 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00454,Kabupaten Garut,Kabupaten,2023,Oktober,10,Oktober 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00455,Kabupaten Garut,Kabupaten,2023,November,11,November 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00456,Kabupaten Garut,Kabupaten,2023,Desember,12,Desember 2023,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00457,Kabupaten Garut,Kabupaten,2024,Januari,1,Januari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00458,Kabupaten Garut,Kabupaten,2024,Februari,2,Februari 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00459,Kabupaten Garut,Kabupaten,2024,Maret,3,Maret 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00460,Kabupaten Garut,Kabupaten,2024,April,4,April 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00461,Kabupaten Garut,Kabupaten,2024,Mei,5,Mei 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00462,Kabupaten Garut,Kabupaten,2024,Juni,6,Juni 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00463,Kabupaten Garut,Kabupaten,2024,Juli,7,Juli 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00464,Kabupaten Garut,Kabupaten,2024,Agustus,8,Agustus 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00465,Kabupaten Garut,Kabupaten,2024,September,9,September 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00466,Kabupaten Garut,Kabupaten,2024,Oktober,10,Oktober 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00467,Kabupaten Garut,Kabupaten,2024,November,11,November 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00468,Kabupaten Garut,Kabupaten,2024,Desember,12,Desember 2024,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00469,Kabupaten Garut,Kabupaten,2025,Januari,1,Januari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00470,Kabupaten Garut,Kabupaten,2025,Februari,2,Februari 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00471,Kabupaten Garut,Kabupaten,2025,Maret,3,Maret 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00472,Kabupaten Garut,Kabupaten,2025,April,4,April 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00473,Kabupaten Garut,Kabupaten,2025,Mei,5,Mei 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00474,Kabupaten Garut,Kabupaten,2025,Juni,6,Juni 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00475,Kabupaten Garut,Kabupaten,2025,Juli,7,Juli 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00476,Kabupaten Garut,Kabupaten,2025,Agustus,8,Agustus 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00477,Kabupaten Garut,Kabupaten,2025,September,9,September 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00478,Kabupaten Garut,Kabupaten,2025,Oktober,10,Oktober 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00479,Kabupaten Garut,Kabupaten,2025,November,11,November 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00480,Kabupaten Garut,Kabupaten,2025,Desember,12,Desember 2025,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00481,Kabupaten Indramayu,Kabupaten,2021,Januari,1,Januari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00482,Kabupaten Indramayu,Kabupaten,2021,Februari,2,Februari 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00483,Kabupaten Indramayu,Kabupaten,2021,Maret,3,Maret 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
FI00484,Kabupaten Indramayu,Kabupaten,2021,April,4,April 2021,,belum_tersedia,Inflasi belum tersedia pada kombinasi wilayah-bulan; tidak diimputasi
